,MA_ID,REF_ID,Authors,Title,Year,DOI,Lat,Long,country2
1746,FEB23_411,FEB23_411_146,Kikoti & Mligo,"Impacts of livestock grazing on plant species composition in montane forests on the northern slope of Mount Kilimanjaro, Tanzania",2015,,-2.750902,37.61666667,Tanzania
1747,FEB23_146,FEB23_146_005,"Fornwalt PJ,Kaufmann MR,Stohlgren TJ",Impacts of mixed severity wildfire on exotic plants in a Colorado ponderosa pineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,2010,,NA,NA,
1748,JB158,JB158_126,Tao et al.,Impacts of organic fertilization with a drip irrigation system on bacterial and fungal communities in cotton field,2020,,NA,NA,
1749,FEB23_80,FEB23_80_040,"Dormaar JF,Adams BW,Willms WD",Impacts of rotational grazing on mixed prairie soils and vegetation,1997,,NA,NA,
1750,FEB23_577,FEB23_577_037,"Luo C,Bao X,Wang S,Zhu X,Cui S,Zhang Z,Xu B,Niu H,Zhao L,Zhao X",Impacts of seasonal grazing on net ecosystem carbon exchange in alpine meadow on the Tibetan Plateau,2015,,NA,NA,China
3255,FEB23_542,FEB23_542_25,"Medjibe, V.P., Putz, F.E., Starkey, M.P., Ndouna, A. a., Memiaghe, H.R.",Impacts of selective logging on above-ground forest biomass in the Monts de Cristal in Gabon,2011,,,,
3235,FEB23_542,FEB23_542_05,"Berry, N.J., Phillips, O.L., Ong, R.C., Hamer, K.C.",Impacts of selective logging on tree diversity across a rainforest landscape: the importance of spatial scale,2008,,,,
1751,FEB23_224,FEB23_224_30,"Middendorp RS, Vanacker V, and Lambin EF ","Impacts of shaded agroforestry management on carbon sequestration, biodiversity and farmers income in cocoa production landscapes ",2018,,NA,NA,
1752,JB005,JB005_034,Gema Guzmï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Impacts of soil management on physical soil quality 2015 Review EU countries,2015,,NA,NA,
1753,FEB23_303,FEB23_303_217,Keesing F,Impacts of ungulates on the demography and diversity of small mammals in central Kenya,1998,,NA,NA,Kenya
1754,FEB23_242,FEB23_242_20,"Gordon C,Wynn JM,Woodin SJ",Impacts ofincreased nitrogen supply on high arctic heath: the importanceof bryophytes and phosphorus availability,2001,,NA,NA,
1755,FEB23_597,FEB23_597_052,"Gu, Y.F., Wang, Y.Y., Xiang, Q.J., Yu, X.M., Zhao, K., Zhang, X.P., Lindstrom, K., Hu, Y.F., Liu, S.Q.","Implications of wetland degradation for the potential denitrifying activity and bacterial populations with nirS genes as found in a succession in Qinghai Tibet plateau, China",2017,https://doi.org/10.1016/j.ejsobi.2017.03.005,NA,NA,China
2196,FEB23_07,FEB23_07_12,"Gerard M,El Kahloun M,Rymen J,Beauchard O,Meire P",Importance ofï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2008,,NA,NA,
1756,FEB23_07,FEB23_07_49,"Grant K,Kreyling J,Beierkuhnlein C,Jentsch A",Importanceof seasonality for the response of a mesic temperate grasslandto increased precipitation variability and warming,2017,,NA,NA,
1757,FEB23_80,FEB23_80_140,"Saunders WC,Fausch KD",Improved grazing management increases terrestrial invertebrate inputs that feed trout in Wyoming rangeland streams,2007,,NA,NA,
1758,JB081,JB081_157,Swezeyetal.1994,"In Santa Cruz County, Granny Smith conversions to organic show early success",1994,,NA,NA,
1759,FEB23_02,FEB23_02_17,"Duale AH,Nwanze KF",Incidence and distribution in sorghum of the spotted stem borer Chilo partellus and associated natural enemies in farmers' fields in Andhra Pradesh and Maharashtra states,1999,,NA,NA,
1760,JB073,JB073_05,"Hooks CR,Valenzuela H,Defrank J",Incidence of pests and arthropod natural enemies in zucchini grown with living mulches,1998,,NA,NA,
1761,FEB23_597,FEB23_597_129,"Che, R.X., Wang, F., Wang, W.J., Zhang, J., Zhao, X., Rui, Y.C., Xu, Z.H., Wang, Y.F., Hao, Y.B., Cui, X.Y.",Increase in ammonia-oxidizing microbe abundance during degradation of alpine meadows may lead to greater soil nitrogen loss,2017,https://doi.org/10.1007/s10533-017-0399-5.,NA,NA,China
1762,FEB23_132,FEB23_132_087,"Shen D,Ye C,Hu Z,Chen X,Guo H,Li J,Du G,Adl S,Liu M",Increased chemical stability but decreased physical protection of soil organic carbon in response to nutrient amendment in a Tibetan alpine meadow,2018,,NA,NA,China
1763,FEB23_132,FEB23_132_012,"Bradley K,Drijber RA,Knops J",Increased N availability in grassland soils modifies their microbial communities and decreases the abundance of arbuscular mycorrhizal fungi,2006,,NA,NA,
1764,FEB23_07,FEB23_07_55,"Jingxue Z,Tianxiang L,Haixia W,Zhaoheng D,Xiang L,RuichengL Y,T.",Increased precipitation offsets the negativeeffect of warming on plant biomass and ecosystem respirationin a Tibetan alpine steppe,2019,https://doi. org/ 10. 1016/j. agrfo rmet. 2019. 107761,NA,NA,China
1765,FEB23_80,FEB23_80_008,"Badgery W,Millar G,Broadfoot K,Michalk D,Cranney P,Mitchell D,Ven R",Increased production and cover in a variable native pasture following intensive grazing management.Animal Production Science,2017,,NA,NA,
1766,FEB23_385,FEB23_385_146,Wortman,"Increased weed diversity, density and above-ground biomass in long-term organic crop rotations ",2010,10.1017/S174217051000030X,NA,NA,
1767,FEB23_303,FEB23_303_183,"Hayward MW,Zawadska B",Increasing elephant Loxodonta africana density is a more important driver of change in vegetation condition than rainfall,2010,,NA,NA,
1768,FEB23_597,FEB23_597_048,"Ma, L., Yao, Z.S., Zheng, X.H., Zhang, H., Wang, K., Zhu, B., Wang, R., Zhang, W., Liu, C.Y.",Increasing grassland degradation stimulates the non-growing season CO2 emission from an alpine meadow on the Qinghai-Tibetan Plateau,2018,https://doi.org/10.1007/s11356-018-2724-5.,NA,NA,China
1769,FEB23_02,FEB23_02_24,"Guvenc IN,Yildirim E",Increasing productivity with intercropping systems in cabbage production,2006,,NA,NA,
1770,FEB23_02,FEB23_02_04,"Bell VA,Brightwell RJ,Lester PJ",Increasing vineyard floral resources may not enhance localised biological control of the leafroller Epiphyas postvittana (Lepidoptera : Tortricidae) by Dolichogenidea spp,2006,,NA,NA,
1771,FEB23_226,FEB23_226_096,"Strahan R,Stoddard M,Springer J,Huffman D",Increasing weight of evidence that thinning and burning treatments help restore understory plant communities in ponderosa pine forests,2015,,NA,NA,
1772,FEB23_411,FEB23_411_058,Baskaran,India's biodiversity hotspot under anthropogenic pressure: A case study of Nilgiri Biosphere Reserve,2012,,11.53,76.34,India
1773,FEB23_597,FEB23_597_041,"Wang, F.S., He, Y.T., Shi, P.L., Niu, B., Zhang, X.Z., Xu, X.L.",Indicative effect of wolf venom on degradation of alpine meadow in Tibet plateau,2016,,NA,NA,China
1774,FEB23_226,FEB23_226_074,"Perkins S,McDaniel K",Infiltration and sediment rates following creosotebush control with tebuthiuron,2005,,NA,NA,
1775,JB158,JB158_127,Xu et al.,Influence mechanisms of long-term fertilizations on the mineralization of organic matter in Ultisol,2020,,35,114.4,China
1776,FEB23_226,FEB23_226_043,"Georgen E,Chambers J",Influence of a native legume on soil N and plant response following prescribed fire in sagebrush steppe,2009,,NA,NA,
1777,FEB23_411,FEB23_411_028,Caviedes & Ibarra,Influence of Anthropogenic Disturbances on Stand Structural Complexity in Andean Temperate Forests: Implications for Managing Key Habitat for Biodiversity,2017,,-39.25,-71,Chile
1778,FEB23_81,FEB23_81_34,"Pereira EL,Madeira M,Monteiro ML,Raimundo F",Influence of ash tree on soil quality and herbaceous productivity in pastures of the northeast Portugal,2002,,NA,NA,Portugal
1779,FEB23_411,FEB23_411_120,Dufour-Dror et al.,Influence of cattle grazing on the density of oak seedlings and saplings in a Tabor oak forest in Israel,2007,,32.61666667,35,Israel
1780,FEB23_411,FEB23_411_046,Tasker & Bradstock,Influence of cattle grazing practices on forest understorey structure in north-eastern New South Wales,2006,,-31.114554,152.454081,Australia
1781,JB005,JB005_147,"Zhang XR,Li HW,He J,Wang QJ,Golabi MH","Influence of conservation tillage practices on soil properties and crop yields for maize and wheat cultivation in Beijing , China 2009 Local/regional study China",2009,10.1071/SR08110,NA,NA,China
1782,FEB23_10,FEB23_10_100,"Sullivan TP,Sullivan DS,Lindgren PM,Boateng JO",Influence of conventional and chemical thinning on stand structure and diversity of plant and mammal communities in young lodgepole pine forest,2002,,NA,NA,
1783,FEB23_10,FEB23_10_019,"op, J., Vidrih, M., & Hacin, J.ï","Influence of cutting regime and fertilizer application on the botanical composition, yield and nutritive value of herbage of wet grasslands in Central Europe",2009,,NA,NA,
1784,FEB23_411,FEB23_411_010,Brockway et al.,"Influence of deer, cattle grazing and timber harvest on plant species diversity in a longleaf pine bluestem ecosystem",2003,,31.13333333,-86.58333333,Mexico
1785,FEB23_597,FEB23_597_120,"Wang, J.F., Wang, G.X., Wu, Q.B.",Influence of degradation of the swamp and alpine meadows on CH4 and CO2 fluxes on the Qinghai-Tibetan Plateau,2009,,NA,NA,China
1786,JB081,JB081_029,Calizetal.2015,"Influence of Edaphic, Climatic, and Agronomic Factors on the Composition and Abundance of Nitrifying Microorganisms in the Rhizosphere of Commercial Olive Crops",2015,,NA,NA,
1787,FEB23_577,FEB23_577_096,"Yu XJ,Jing YY,Duan CH,Xu CL,Yang HL,Luo JL,An YF,An XD",Influence of enclosure and grazing intensity on alpine meadow vegetation and soil characteristics in the Eastern Qilian Mountains,2015,,NA,NA,China
1788,FEB23_577,FEB23_577_041,"Miao FH,Guo YJ,Miao PF,Guo ZG,Shen YY",Influence of enclosure on community characteristics of alpine meadow in the northeastern edge region of the Qinghaiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2012,,NA,NA,China
1789,FEB23_577,FEB23_577_065,"Wang XL,Gan YM,Zhang L,Zhang DG,Zhou XH,Miao XL,Deng CH,Qi B,Yang YH,Guanque ZX",Influence of fencing and light grazing on enclosed alpine steppes in the Qinghai lake area,2005,,NA,NA,China
1790,FEB23_226,FEB23_226_067,"Mudongo E,Fynn R,Bonyongo M","Influence of fire on woody vegetation density, cover and structure at Tiisa Kalahari Ranch in western Botswana",2015,,NA,NA,Botswana
1791,FEB23_02,FEB23_02_18,"English-Loeb G,Rhainds M,Martinson T,Ugine T",Influence of flowering cover crops on Anagrus parasitoids (Hymenoptera : Mymaridae) and Erythroneura leafhoppers (Homoptera : Cicadellidae) in New York vineyards,2003,,NA,NA,
1792,FEB23_80,FEB23_80_090,"Kruse M,Stein-Bachinger K,Gottwald F,Schmidt E,Heinken T",Influence of grassland management on the biodiversity of plants and butterflies on organic suckler cow farms.TUEXENIA,2016,,NA,NA,
1793,FEB23_411,FEB23_411_132,Mancilla-Leyton,"Influence of grazing on the decomposition of Pinus pinea L. needles in a silvopastoral system in Doana, Spain",2013,,37.043643,-6.434293,Spain
1794,JB158,JB158_128,"Ding, J. et al. ",Influence of inorganic fertilizer and organic manure application on fungal communities in a long-term field experiment of Chinese Mollisols,2018,,45.67,126.58,China
1795,FEB23_02,FEB23_02_10,"Butts RA,Floate KD,David M,Blackshaw RE,Burnett PA",Influence of intercropping canola or pea with barley on assemblages of ground beetles (Coleoptera: Carabidae,2003,,NA,NA,
1796,FEB23_81,FEB23_81_17,"Francaviglia R,Benedetti A,Doro L,Madrau S,Ledda L",Influence of land use on soil quality and stratification ratios under agro-silvo-pastoral Mediterranean management systems,2014,10.1016/j.agee.2013.10.026,NA,NA,
1797,FEB23_411,FEB23_411_068,Gï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Influence of land use on the taxonomic and functional diversity of dung beetles (Coleoptera: Scarabaeinae) in the southern Atlantic forest of Argentina,2017,,-25.9725,-54.28944444,Argentina
1798,FEB23_385,FEB23_385_062,Isaia,Influence of Landscape Diversity and Agricultural Practices on Spider Assemblage in Italian Vineyards of Langa Astigiana (Northwest Italy,2006,10.1603/0046-225X-35.2.297,NA,NA,Italy
1799,FEB23_577,FEB23_577_085,"Xue YF,Zong N,He NP,Tian J,Zhang YQ",Influence of long-term enclosure and free grazing on soil microbial community structure and carbon metabolic diversity of alpine meadow,2018,,NA,NA,China
1800,JB158,JB158_129,Guo et al.,Influence of Long-term Fertilization on AM Fungi Community Structures in a Brown Soil,2018,,30.41666667,120.2833333,China
1801,JB158,JB158_130,Guo et al.,Influence of Long-term Fertilization on Community Structures and Colonization of Arbuscular mycorrhizal Fungi in a Brown Soil,2018,,40.8,123,China
1802,JB158,JB158_131,"Luo, P. et al. ","Influence of long-term fertilization on soil microbial biomass, dehydrogenase activity, and bacterial and fungal community structure in a brown soil of northeast China

",2015,,40.8,123.55,China
1803,FEB23_132,FEB23_132_053,"Li D,Luo P,Han X,Yang J,Cai F,LIu T",Influence of long-term fertilization on structures of arbuscular mycorrhizal fungi community in a brown soil,2018,,NA,NA,
1804,JB158,JB158_133,"Chen, D. et al. ",Influence of Long-term Fertilizations on Nutrients and Fungal Communities in Typical Paddy Soil of South China,2017,,NA,NA,China
1805,JB158,JB158_134,Zhang et al.,"Influence of long-term fertilizer management on topsoil microbial biomass and genetic diversity of a paddy soil from the Tai Lake region, China",2004,,31.33333333,121.0233333,China
1806,FEB23_132,FEB23_132_112,"Wang MY,Hu LB,Wang WH,Liu ST,Li M,Liu RJ",Influence of Long-Term Fixed Fertilization on Diversity of Arbuscular Mycorrhizal Fungi,2009,,NA,NA,
1807,FEB23_132,FEB23_132_113,"Wang Q,Jiang X,Ma M,Guan D,Zhao B,Wei D,Cao F,L,Li J",Influence of Long-Term Nitrogen and Phosphorus Fertilization on Arbuscular Mycorrhizal Fungi Community in Mollisols of Northeast China,2018,,NA,NA,China
1808,JB073,JB073_10,"Maluleke MH,Addo-Bediako A,Ayisi KK",Influence of maize/lablab intercropping on lepidopterous stem borer infestation in maize,2005,,NA,NA,
1809,FEB23_597,FEB23_597_224,"Tian, X.F., Hu, H.W., Ding, Q., Song, M.H., Xu, X.L., Zheng, Y., Guo, L.D.","Influence of nitrogen fertilization on soil ammonia oxidizer and denitrifier abundance, microbial biomass, and enzyme activities in an alpine meadow",2014,https://doi.org/10.1007/s00374-013-0889-0,NA,NA,China
1810,FEB23_242,FEB23_242_49,"Wedin DA,Tilman D",Influence of nitrogen loadingand species composition on the carbon balance of grasslands.Science,1996,,NA,NA,
1811,JB160,JB160_149,Gopinath,"Influence of organic amendments on growth, yield and quality of wheat and on soil properties during transition to organic production 2008",2008,,NA,NA,
1812,JB160,JB160_245,Malusa,Influence of organic and conventional management on yield and composition of grape cv.'Grignolino',2002,,NA,NA,
1813,FEB23_385,FEB23_385_043,Entz,Influence of organic management with different crop rotations on selected productivity paramenters in a long-term Canadian field study ,2005,,NA,NA,
1814,FEB23_10,FEB23_10_087,"Schon NL,Mackay AD,Gray RA,Minor MA",Influence of phosphorus inputs and sheep treading on soil macrofauna and mesofauna in hill pastures,2011,,NA,NA,
1815,FEB23_226,FEB23_226_084,"Roundy BA,Blackburn WH,Eckert Jr RE",Influence of prescribed burning on infiltration and sediment production in the pinyon-juniper woodland,1978,,NA,NA,
1816,FEB23_411,FEB23_411_022,Klich,Influence of primitive Biï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,2018,,50.64361111,22.40722222,Poland
1817,FEB23_597,FEB23_597_090,"Li, G.R., Li, X.L., Chen, W.T., Li, J.F., Zhu, H.L., Zhong, L.Z.",Influence of rain erosion on soil nutrient contents of the deteriorated grassland,2018,,NA,NA,China
1818,FEB23_411,FEB23_411_057,Sullivan,Influence of repeated fertilization and cattle grazing on forest ecosystems: Abundance and diversity of forest-floor small mammals,2012,,50.06666667,-119.5666667,Canada
1819,FEB23_226,FEB23_226_091,"Severson K,Debano L",Influence of spanish goats on vegetation and soils in Arizona chaparral,1991,,NA,NA,
1820,JB158,JB158_135,"Zhao, J. et al. ",Influence of straw incorporation with and without straw decomposer on soil bacterial community structure and function in a rice-wheat cropping system,2017,,31.3,120.62,China
1821,JB081,JB081_035,Cordero-Buesoetal.2011,Influence of the farming system and vine variety on yeast communities associated with grape berries,2011,,NA,NA,
1822,FEB23_193,FEB23_193_39,"Vuidot A,Paillet A,Archaux F,Gosselin F",Influence of tree characteristics and forest management on tree microhabitats,2011,,NA,NA,
1823,FEB23_224,FEB23_224_25,Jadï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"Influence of tree cover on diversity, carbon sequestration and productivity of cocoa systems in the Ecuadorian Amazon ",2015,,NA,NA,Ecuador
1824,FEB23_10,FEB23_10_099,"Sullivan TP,Sullivan DS,Lindgren PM",Influence of variable retention harvests on forest ecosystems: Plant and mammal responses up to 8 years post-harvest,2008,,NA,NA,
1825,JB081,JB081_133,Buneaetal.2009,"Influence of Variety and Type of Cultivation (Organic and Conventional) on Productivity, in Five Wine Grape Varieties, Grown in Cluj County, Romania",2009,,NA,NA,Romania
1826,FEB23_132,FEB23_132_132,"Zhao A,Liu L,Xu T,Shi L,Xie W,Zhang W,Fu S,Feng H,Chen B",Influences of canopy nitrogen and water addition on AM fungal biodiversity and community composition in a mixed deciduous forest of China,2018,,NA,NA,China
1827,JB158,JB158_136,Yu et al.,Influences of long-term application of organic and inorganic fertilizers on the structure and function of microbial community in red soil,2017,,26.75,111.87,China
1828,FEB23_10,FEB23_10_112,"Wan K,Tao Y,Li R,Pan J,Tang L,Chen F",Influences of long-term different types of fertilization on weed community biodiversity in rice paddy fields,2012,,NA,NA,
1829,FEB23_597,FEB23_597_217,"Xu, D., Fang, X., Zhang, R., Gao, T., Bu, H., Du, G.","Influences of nitrogen, phosphorus and silicon addition on plant productivity and species richness in an alpine meadow",2015,https://doi.org/10.1093/aobpla/plv125.,NA,NA,China
1830,FEB23_597,FEB23_597_036,"Li, G.R., Li, X.L., Chen, W.T., Li, J.F., Zhu, H.L., Zhong, L.Z.",Influences of rain erosion on soil nutrient contents of the deteriorated grassland,2018,,NA,NA,China
1831,FEB23_411,FEB23_411_055,Kï¿½ï¿½ï¿½ï¿½,Influences of reindeer grazing on above- and belowground biomass and soil carbon dynamics,2015,,67.76666667,29.58333333,Finland
1832,FEB23_224,FEB23_224_11,"Asare R, Asare RA, Asante WA, Markussen B, and Rï¿½ï¿½ï¿",Influences of shading and fertilization on on-farm yields of cocoa in Ghana ,2017,,NA,NA,Ghana
1833,FEB23_597,FEB23_597_130,"Wang, J.F., Wang, G.X., Wang, Y.B., Li, Y.S.",Influences of the degradation of swamp and alpine meadows on CO2 emission during growing season on the Qinghai-Tibet Plateau,2007,,NA,NA,China
1834,FEB23_146,FEB23_146_001,"Collins BM,Moghaddas JJ,Stephens SL",Initial changes in forest structureand understory plant communities following fuel reduction activities in a SierraNevada mixed conifer forest,2007,,NA,NA,
3244,FEB23_542,FEB23_542_14,"Forshed, O., Udarbe, T., Karlsson, A., Falck, J.","Initial impact of supervised logging and pre-logging climber cutting compared with conventional logging in a dipterocarp rainforest in Sabah, Malaysia",2006,,,,
1835,FEB23_597,FEB23_597_176,"Yang, Y.W., Zhou, H.K., Li, X.L., Zhou, X.H., Gao, J.J., Liu, Y., Zhao, X.Q., Ye, X.",Initial response of species diversity and productivity to nutrient addition in alpine meadow,2017,,NA,NA,China
1836,JB160,JB160_362,Stonehouse,Initial technical and economic comparisons of different farming systems in Ontario,2012,,NA,NA,
1837,FEB23_146,FEB23_146_025,"Zald HS,Gray AN,North M,Kern RA",Initial tree regeneration responsesto fire and thinning treatments in a Sierra Nevada mixed-conifer forest,2008,,NA,NA,
1838,FEB23_132,FEB23_132_056,"Li XL,Zhu TY,Peng F,Chen Q,Lin S,Christie P,Zhang JL",Inner Mongolian steppe arbuscular mycorrhizal fungal communities respond more strongly to water availability than to nitrogen fertilization,2015,,NA,NA,Mongolia
1839,FEB23_02,FEB23_02_23,"Girma H,Rao MR,Sithanantham S",Insect pests and beneficial arthropods population under different hedgerow intercropping systems in semiarid Kenya,2000,,NA,NA,Kenya
1840,JB160,JB160_286,Peck,Integrated and Organic Fruit Production Systems for _Libertyï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,2010,,NA,NA,
1841,FEB23_385,FEB23_385_095,Peck,Integrated and organic fruit production systems for 'Liberty'apple in the Northeast United States: a systems-based evaluation,2010,,NA,NA,
1842,JB081,JB081_119,Trimbleetal.2001,Integrated control of oriental fruit moth (Lepidoptera : Tortricidae) in peach orchards using insecticide and mating disruption,2001,,NA,NA,
1843,FEB23_226,FEB23_226_100,"Teague W,Dowhower S,Ansley R,Pinchak W,Waggoner J",Integrated grazing and prescribed fire restoration strategies in a mesquite savanna: I,2010,,NA,NA,
1844,FEB23_226,FEB23_226_006,"Ansley RJ,Pinchak WE,Teague WR,Kramp BA,Jones DL,Barnett K",Integrated grazing and prescribed fire restoration strategies in a mesquite savanna: I. Fire behaviour and mesquite landscape cover responses,2010,,NA,NA,
1845,FEB23_02,FEB23_02_31,"Kamunya SM,Wachira FN,Lang'at J,Otieno W,Sudoi V",Integrated management of root knot nematode (Meloidogyne spp.) in tea (Camellia sinensis) in Kenya,2008,,NA,NA,Kenya
1846,FEB23_02,FEB23_02_36,"LaMondia JA,Elmer WH,Mervosh TL,Cowles RS",Integrated management of strawberry pests by rotation and intercropping,2002,,NA,NA,
1847,JB081,JB081_151,PengChristian2005,"Integrated pest management in mango orchards in the Northern Territory Australia, using the weaver ant, Oecophylla smaragdina,(Hymenoptera: Formicidae) as a key element",2005,,NA,NA,Australia
838,FEB23_385,FEB23_385_035,Crittenden & de Goede ,Integrating soil physical and biological properties in contrasting tillage systems in organic and conventional farming,2016,10.1016/j.ejsobi.2016.09.003,NA,NA,
1848,FEB23_411,FEB23_411_056,Laskurain,Intensification of domestic ungulate grazing delays secondary forest succession: evidence from exclosure plots,2013,,43.095797,-2.649073,Spain
1849,FEB23_80,FEB23_80_015,"Boswell C,Monteath M,Round-Turner N,Lewis K,Cullen N",Intensive lamb production under continuous and rotational grazing systems,1974,,NA,NA,
1850,FEB23_80,FEB23_80_053,"Grings E,Heitschmidt R,Short R,Haferkamp M",Intensive-early stocking for yearling cattle in the Northern Great Plains,2002,,NA,NA,
1851,FEB23_303,FEB23_303_352,"Scogings PF,Taylor RW,Ward D","Inter- and intra-plant variations in nitrogen, tannins and shoot growth of Sclerocarya birrea browsed by elephants",2012,,NA,NA,
1852,JB160,JB160_333,Rundlof,Interacting effects of farming practice and landscape context on bumblebees 2008b,2008,,NA,NA,
1853,FEB23_132,FEB23_132_018,"Carrara JE,Walter CA,Hawkins JS,Peterjohn WT,Averill C,Brzostek ER","Interactions among plants, bacteria, and fungi reduce extracellular enzyme activities under long-term N fertilization",2018,,NA,NA,
1854,FEB23_303,FEB23_303_229,"Lamprey HF,Halevy GF,Makacha S","Interactions between Acacia, bruchid seed beetles and large herbivores",1974,,NA,NA,
1855,FEB23_303,FEB23_303_200,"Hrabar H,Toit JT",Interactions between megaherbivores and microherbivores: elephant browsing reduces host plant quality for caterpillars,2014,10.1890/ES13-00173.1,NA,NA,
1856,FEB23_411,FEB23_411_080,Ballari et al.,Interactions between wild boar and cattle in Patagonian temperate forest: cattle impacts are worse when alone than with wild boar,2020,,-41.000319,-71.500769,Argentina
1857,FEB23_570,FEB23_570_26,"Mudrak O,Leps J",Interactions of the hemiparasitic species Rhinanthus minorwith its host plant community at two nutrient levels,2010,,NA,NA,
1858,FEB23_10,FEB23_10_010,"Boreux V,Kushalappa CG,Vaast P,Ghazoul J",Interactive effects among ecosystem services and management practices on crop production: pollination in coffee agroforestry systems,2013,,NA,NA,
1859,FEB23_242,FEB23_242_25,"Henry HA,Chiariello NR,Vitousek PM,Mooney HA,C.b.","Interactive effects of fire, elevatedcarbon dioxide, nitrogen deposition, and precipitationon a California annual",2006,,NA,NA,
1860,FEB23_132,FEB23_132_061,"Liu L,Zhang T,Gilliam FS,Gundersen P,Zhang W,Chen H,Mo JM",Interactive Effects of Nitrogen and Phosphorus on Soil Microbial Communities in a Tropical Forest,2013,,NA,NA,
1861,FEB23_597,FEB23_597_206,"Xu, D.H., Gao, X.G., Gao, T.P., Mou, J., Li, J.H., Bu, H.Y., Zhang, R.Y., Li, Q.X.",Interactive effects of nitrogen and silicon addition on growth of five common plant species and structure of plant community in alpine meadow,2018,https://doi.org/10.1016/j.catena.2018.05.017,NA,NA,China
1862,FEB23_242,FEB23_242_09,"Britton AJ,Fisher JM","Interactive effects of nitrogendeposition, fire and grazing on diversity and composition oflow-alpine prostate Calluna vulgaris heathland",2007,,NA,NA,
1863,FEB23_07,FEB23_07_54,"Hou Y,Zhou G,Xu Z,Liu T,Zhang X",Interactive effects ofwarming and increased precipitation on community structure andcomposition in an annual forb dominated desert steppe,2013,https://org/ 10. 1371/ journ al. pone. 00701 14,NA,NA,
1864,FEB23_132,FEB23_132_091,"Shi GX,Liu YJ,Johnson NC,Olsson PA,Mao L,Cheng G,Jiang SJ,An LZ,Du GZ,Feng HY",Interactive influence of light intensity and soil fertility on root-associated arbuscular mycorrhizal fungi,2014,,NA,NA,
1865,FEB23_226,FEB23_226_064,"Mills AJ,Fey M","Interactive response of herbivores, soils and vegetation to annual burning in a South African savanna",2005,,NA,NA,South Africa
1866,FEB23_07,FEB23_07_51,"Hoeppner SS,Dukes JS",Interactive responses of old-field plantgrowth and composition to warming and precipitation,2012,,NA,NA,
1867,FEB23_02,FEB23_02_05,"Bender DA,Morrison WP,Frisbie RE",Intercropping cabbage and Indian mustard for potential control of lepidopterous and other insects,1999,,NA,NA,India
1868,FEB23_02,FEB23_02_30,"Jones GA,Sieving KE",Intercropping sunflower in organic vegetables to augment bird predators of arthropods,2006,,NA,NA,
1869,FEB23_02,FEB23_02_29,"Jones GA,Gillett JL",Intercropping with sunflowers to attract beneficial insects in organic agriculture,2005,,NA,NA,
1870,FEB23_303,FEB23_303_304,"Nellis MD,Lulla K,Briggs JM,Bussing CE",Interfacing geographic information systems and Space Shuttle photography for monitoring elephant impact in Botswana,1990,,NA,NA,Botswana
1871,FEB23_303,FEB23_303_022,"Valeix, M., Chamaillï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",Interference competition and temporal niche shifts: elephants and herbivore communities at waterholes,2007,,NA,NA,
1872,FEB23_80,FEB23_80_177,"Zhou X,Wang J,Hao Y,Wang Y",Intermediate grazing intensities by sheep increase soil bacterial diversities in an Inner Mongolian steppe,2010,,NA,NA,Mongolia
1873,FEB23_224,FEB23_224_17,"Borden KA, Thomas SC, and Isaac ME ",Interspecific variation of tree root architecture in a temperate agroforestry system characterized using ground-penetrating radar ,2017,,NA,NA,
1874,FEB23_132,FEB23_132_038,"Hu J,Lin X,Bentivenga SP,X-y H,Ji B",Intraradical and extraradical communities of AM fungi associated with alfalfa respond differently to long-term phosphorus fertilization,2019,,NA,NA,
1875,FEB23_224,FEB23_224_22,"Isaac ME, Anglaaere LC, Borden K, and Adu-Bredu S ",Intraspecific root plasticity in agroforestry systems across edaphic conditions ,2014,,NA,NA,
